country,country_code,year,tourism_receipts,tourism_arrivals,tourism_exports,tourism_departures,tourism_expenditures,gdp,inflation,unemployment
Algeria,DZA,2011,300000000,2395000,0.392735346,1715000,1.001897625,2.18332E+11,4.524211505,9.96
East Asia & Pacific (excluding high income),EAP,2011,,208057749.3,,97463919.67,,9.6539E+12,5.295731852,3.880416438
Early-demographic dividend,EAR,2011,1.59009E+11,251178036,6.359917652,230622330.1,4.623656722,9.82275E+12,5.81149209,
East Asia & Pacific,EAS,2011,,324630664.8,5.527497911,254609640.2,4.496093654,1.98E+13,5.021460146,3.914691327
Europe & Central Asia (excluding high income),ECA,2011,71837770176,132498762.1,9.571506584,123276429.9,3.684009484,1.56879E+12,7.858333333,8.714934757
Europe & Central Asia,ECS,2011,4.91024E+11,918783439.7,,573579334.7,,2.34165E+13,3.856112447,8.810947569
Ecuador,ECU,2011,849000000,1141000,3.441455694,1022000,3.455798946,78986648000,4.474532658,3.458
"Egypt, Arab Rep.",EGY,2011,9333000000,9845000,19.83507959,4863000,4.195102401,2.3599E+11,10.06492599,11.849
Euro area,EMU,2011,3.00789E+11,514734250.2,,263529591.1,,1.38102E+13,3.288014272,10.26319306
Eritrea,ERI,2011,,107000,,,,2065001626,,
Spain,ESP,2011,,99187000,,15944000,,1.48757E+12,3.196101888,21.391
Estonia,EST,2011,,4907000,,1054000,,23303915795,4.981901315,12.328
Ethiopia,ETH,2011,1998000000,523000,34.26197065,,,31952763089,33.24995988,
European Union,EUU,2011,3.62151E+11,743016204.7,,364843479.1,,1.58766E+13,3.289449396,9.92065846
Fragile and conflict affected situations,FCS,2011,20895406713,30416045.12,4.40934748,,6.644730184,1.66432E+12,5.442024705,
Finland,FIN,2011,5615000000,4192000,5.23979016,8238000,5.501694732,2.75127E+11,3.416807543,7.781
Fiji,FJI,2011,955000000,734000,42.54990024,132000,4.703549576,3779411899,7.278117827,4.406
France,FRA,2011,66133000000,196595000,8.028665391,31153000,6.305159223,2.87041E+12,2.111597952,9.228
Faroe Islands,FRO,2011,,,,,,2505740669,,5.29
"Micronesia, Fed. Sts.",FSM,2011,,35400.00153,,,10.6625175,311301600,5.082594039,
Gabon,GAB,2011,25399999.62,,0.242449023,,10.58803223,18210307744,1.263317078,
United Kingdom,GBR,2011,,31886000,,67493000,,2.66381E+12,3.856112447,8.195
Georgia,GEO,2011,1069000000,2712000,20.39348205,2237000,4.807345397,15475290469,8.542933333,19.632
Ghana,GHA,2011,797000000,821000,5.460580042,,5.260415764,39336668081,8.728459371,
Gibraltar,GIB,2011,,,,,,,,
Guinea,GIN,2011,2119999.886,131000,0.140796422,,1.840504596,6785137203,21.31692685,
"Gambia, The",GMB,2011,86000000,106000,34.41273846,,4.338325911,1409693597,4.795882662,
Guinea-Bissau,GNB,2011,14500000,36700.00076,5.130163977,,11.35576411,1157074319,5.046102263,
Equatorial Guinea,GNQ,2011,,,,,,21357343669,4.805389222,
Greece,GRC,2011,16269000000,,24.04211401,4941000,4.480228934,2.83228E+11,3.329853234,17.973
Grenada,GRD,2011,117000000,447000,31.46536346,,,778655555.6,3.033472803,
Greenland,GRL,2011,,,,,,2684461375,,9.4
Guatemala,GTM,2011,1077400024,1434000,9.319228452,718000,5.196006713,46876006272,6.214123931,4.126
Guam,GUM,2011,,1160000,,,,4984000000,,13.3
Guyana,GUY,2011,,157000,,,,3691384318,4.977735637,
High income,HIC,2011,8.37142E+11,1153167525,5.439745491,819893615.5,5.523989904,5.16377E+13,3.410683411,7.950510957
"Hong Kong SAR, China",HKG,2011,33169000000,41921000,6.270548007,84816000,3.662287591,2.48514E+11,5.30524893,3.422
Honduras,HND,2011,641500000,1852000,10.2944502,1092000,4.549241707,17710275685,6.762279573,4.475
Heavily indebted poor countries (HIPC),HPC,2011,12202929229,19068517.6,7.833680835,,5.118089689,5.6572E+11,6.429396811,
Croatia,HRV,2011,9598000000,49969000,39.37893154,5526000,3.621558737,62903737380,2.272727273,13.678
Haiti,HTI,2011,456000000,946000,34.76430451,,10.33057923,13008746039,6.332794838,
Hungary,HUN,2011,7239000000,41304000,5.917037893,16634000,2.667184921,1.41942E+11,3.929920989,11.029
IBRD only,IBD,2011,,631384271.5,,429376700,,2.38131E+13,5.553898923,5.602052426
IDA & IBRD total,IBT,2011,,706710380.5,,560021930.8,,2.56098E+13,5.799111731,
IDA total,IDA,2011,25740362370,53613909.32,6.697476899,,5.644391322,1.79666E+12,6.332794838,
IDA blend,IDB,2011,6984160013,,3.438978804,,7.314262232,8.51975E+11,4.457358716,2.592547894
Indonesia,IDN,2011,9038000000,7650000,4.243255124,6750000,4.578909378,8.92969E+11,5.35604779,5.153
IDA only,IDX,2011,19403983285,32417429.92,9.957788844,,4.513961158,9.44683E+11,6.716768436,
Isle of Man,IMN,2011,,,,,,6565667053,,3.31
India,IND,2011,,6309000,,13994000,,1.82305E+12,8.911793365,
Not classified,INX,2011,,,,,,,,
Ireland,IRL,2011,9532000000,7630000,4.112745957,6514000,3.739744546,2.41337E+11,2.548978302,15.354
"Iran, Islamic Rep.",IRN,2011,2489000000,3354000,,,,6.29082E+11,26.29338567,12.491
Iraq,IRQ,2011,1557000000,1510000,1.887135481,,3.630426802,1.8575E+11,5.801455371,
Iceland,ISL,2011,,628000,,341000,,15221622926,4.001026643,7.028
Israel,ISR,2011,5886000000,3362000,6.349726906,4387000,5.235770821,2.67406E+11,3.484949198,7.139
Italy,ITA,2011,,75866000,,52617000,,2.30697E+12,2.780632729,8.359
Jamaica,JAM,2011,2060000000,3077000,48.06005232,,2.721190902,14444661522,7.555856466,8.034
Jordan,JOR,2011,4351000000,6813000,31.65790472,1931000,6.009071794,29524149155,4.162441629,12.9
Japan,JPN,2011,12533000000,6219000,1.346678067,16994000,4.098103832,6.23315E+12,-0.272455616,4.55
Kazakhstan,KAZ,2011,1524000000,5685000,1.63168239,8020000,3.567616797,1.92626E+11,8.452904662,5.39
Kenya,KEN,2011,1844000000,1823000,18.49954986,,,46869473151,14.0224913,
Kyrgyz Republic,KGZ,2011,405000000,3025000,12.64084063,3061000,8.06499088,6197765984,16.63632627,5.824
Cambodia,KHM,2011,2258000000,2882000,29.05759391,710000,3.607509697,16032622024,5.478447496,0.577
Kiribati,KIR,2011,,,,,,195970104.4,1.497409799,
St. Kitts and Nevis,KNA,2011,94000000,723000,20.37098829,,,836092592.6,5.835165196,
"Korea, Rep.",KOR,2011,17329000000,9795000,2.55675686,12694000,3.35365674,1.25329E+12,4.025965004,2.992
Kuwait,KWT,2011,644000000,5574000,0.570155016,,21.33843179,1.54039E+11,4.839403499,
Latin America & Caribbean (excluding high income),LAC,2011,50467276356,124212000,4.636887795,119714980.5,5.101483515,5.32045E+12,5.128923767,6.514385043
Lao PDR,LAO,2011,413000000,2724000,17.18240854,1788000,9.006472984,8750104617,7.568988561,
Lebanon,LBN,2011,6797000000,1655000,29.07318516,,14.31982664,39927125962,4.971485717,
Liberia,LBR,2011,,,,,,2398000000,8.488167518,
Libya,LBY,2011,,,,,,48169263294,15.51848153,
St. Lucia,LCA,2011,321000000,950000,41.58889672,,,1568370370,2.769407941,18.86
Latin America & Caribbean,LCN,2011,68745665396,155233946.6,4.940632213,127572515.4,4.89178561,6.13899E+12,4.977735637,6.5807737
Least developed countries: UN classification,LDC,2011,14414479463,23220314.71,6.584689108,,3.626255105,7.8879E+11,6.79138292,
Low income,LIC,2011,7688657793,11065512.1,9.447718639,,4.462881024,4.06243E+11,7.622822628,
Liechtenstein,LIE,2011,,67000,,,,5739706005,,
Sri Lanka,LKA,2011,1421000000,976000,10.41582678,1239000,4.161077746,67753284044,6.716768436,4.118
Lower middle income,LMC,2011,84015611030,125756815.6,,,,4.22108E+12,6.332794838,
Low & middle income,LMY,2011,,585014466.5,,489755957.1,,2.21254E+13,6.160775538,
Lesotho,LSO,2011,,398000,,,11.34989357,2579409620,5.036630521,
Late-demographic dividend,LTE,2011,,394674498.5,,258667721,,1.6537E+13,4.370735599,4.850453874
Lithuania,LTU,2011,,4504000,,4020000,,43186501863,4.130275626,15.39
Luxembourg,LUX,2011,5358000000,874000,5.366961977,1643000,4.919996311,61696281326,3.410683411,5.122
Latvia,LVA,2011,,5538000,,3257000,,26575547901,4.370735599,16.206
"Macao SAR, China",MAC,2011,31118000000,28002000,93.48600244,908000,8.871695614,36845888757,5.806246167,2.56
St. Martin (French part),MAF,2011,,,,,,775875748.5,,
Morocco,MAR,2011,9101000000,9784000,28.5792243,2378000,4.922949888,1.10081E+11,0.90692491,8.91
Monaco,MCO,2011,,295000,,,,6088689808,,
Moldova,MDA,2011,253000000,75000,9.231433662,136100.0061,6.270054293,8414352020,7.687251034,2.648
Madagascar,MDG,2011,507000000,,18.98460824,,7.542193697,11551819618,9.482540486,
Maldives,MDV,2011,1966000000,931000,80.41653154,,10.05289189,2774350240,11.27341461,
Middle East & North Africa,MEA,2011,71917597407,111858609.8,5.441845769,,7.741212129,3.40156E+12,4.524211505,11.35878117
Mexico,MEX,2011,12458000000,75732000,3.334632958,88113000,2.49092009,1.22901E+12,3.407378246,5.175
Marshall Islands,MHL,2011,4780000.21,4599.999905,6.189411574,,13.44069068,172300000,,4.74
Middle income,MIC,2011,,567578027.4,,454402867.6,,2.17221E+13,5.801455371,
North Macedonia,MKD,2011,242000000,327000,5.047775138,,2.292862511,10494626768,3.904754221,31.502
Mali,MLI,2011,218000000,160000,7.773702581,,4.434622168,12995112690,2.955643952,6.9
Malta,MLT,2011,,1916000,,348000,,9789361704,2.962985282,6.388
Myanmar,MMR,2011,334000000,816000,3.949157799,,1.538245774,59977326086,5.021460146,
Middle East & North Africa (excluding high income),MNA,2011,40091887156,50267660.08,11.45511826,,4.655405991,1.65767E+12,4.971485717,11.76638166
Montenegro,MNE,2011,926000000,1201000,48.06887586,,2.410655827,4544428421,3.450143112,19.759
Mongolia,MNG,2011,197000000,627000,4.304187281,,5.683014006,10409797378,8.411214953,4.769
Northern Mariana Islands,MNP,2011,,341000,,,,729000000,,
Mozambique,MOZ,2011,171000000,2013000,4.90777474,,3.465379079,14619279989,11.16660561,
Mauritania,MRT,2011,,,,,,6764627746,5.686319596,
Mauritius,MUS,2011,1808000000,983000,31.0334939,219000,5.780079987,11518413430,6.522492549,7.447
Malawi,MWI,2011,36000000,767000,2.244020261,,3.191934057,11648142958,7.622822628,1.736
Malaysia,MYS,2011,21338000000,24714000,8.400564761,,5.364932689,2.97952E+11,3.174470922,3.05
North America,NAC,2011,2.28403E+11,172989421.9,7.408750577,176030211.6,5.268103499,1.73994E+13,3.034488329,8.806981959
Namibia,NAM,2011,516000000,1163000,11.04390239,,0.883640774,12523359441,5.005595181,
New Caledonia,NCL,2011,285000000,112000,12.40829106,124000,7.445509108,10351448005,2.428996938,
Niger,NER,2011,54000000,82000,4.025574203,,1.858643503,8772950778,2.94238514,0.317
Nigeria,NGA,2011,688000000,3765000,0.671629135,,10.49963484,4.14467E+11,10.82613719,3.77
Nicaragua,NIC,2011,,1122000,,912000,3.67680853,9774320144,8.082387981,
Netherlands,NLD,2011,,11300000,,18560000,,9.13141E+11,2.341070178,4.977
Norway,NOR,2011,6565000000,4963000,3.191304408,8130000,12.22040323,5.01361E+11,1.284951588,3.196
Nepal,NPL,2011,415000000,736000,22.28265523,774000,6.514419902,21573872421,9.227075461,
Nauru,NRU,2011,1000000,,2.344922417,,6.260655651,65444173.78,0.3003003,22.96
New Zealand,NZL,2011,7295000000,2617000,14.20382213,2096000,7.202084841,1.68295E+11,4.027906674,6.491
OECD members,OED,2011,7.35999E+11,1038728159,5.563801823,756246597.7,5.249016174,4.88329E+13,3.374297594,8.114275897
Oman,OMN,2011,1515000000,1393000,3.06562468,3341000,5.10658656,77497529259,4.042188671,
Other small states,OSS,2011,,33747412.99,,,,1.58482E+11,4.237455033,
Pakistan,PAK,2011,1127000000,1161000,3.585403875,,3.938410638,2.30587E+11,11.91609271,0.796
Panama,PAN,2011,3630000000,2004000,13.09925482,414000,2.263431415,35687738300,5.875802437,3.922
Peru,PER,2011,2814000000,3299000,5.634620246,2132000,4.115340684,1.71762E+11,3.369310953,3.477
Philippines,PHL,2011,4053000000,3917000,7.091283665,,8.525680594,2.34217E+11,4.718417047,3.592
Palau,PLW,2011,94000000,111000,81.92752184,,10.36086903,198873900,4.674698795,
Papua New Guinea,PNG,2011,5099999.905,165000,0.069486249,,2.572371905,17985138066,4.44083401,2.62
Poland,POL,2011,11471000000,60745000,5.128056113,43270000,3.678909902,5.27849E+11,4.239401496,9.576
Pre-demographic dividend,PRE,2011,11702260644,20093300.35,2.905934027,,5.775631305,1.21535E+12,6.429396811,
Puerto Rico,PRI,2011,3143000000,4214000,,924000,,1.00352E+11,,15.7
"Korea, Dem. People's Rep.",PRK,2011,,,,,,,,
Portugal,PRT,2011,14911000000,7264000,17.37279092,,5.216049982,2.45427E+11,3.653011004,12.682
Paraguay,PRY,2011,261000000,3365000,1.917524537,347000,2.368107752,33756238767,8.253968254,4.67
West Bank and Gaza,PSE,2011,615000000,449000,34.1778847,,10.53616296,11186100000,2.877243585,17.597
Pacific island small states,PSS,2011,1581634366,1427095.933,42.09329753,,7.15902003,7755256811,4.878646417,
Post-demographic dividend,PST,2011,7.77852E+11,994042514.7,5.799476676,734161121.6,5.379631656,4.59551E+13,3.329853234,7.995185268
French Polynesia,PYF,2011,725000000,196000,56.7926188,84000,14.00276581,6203940037,,
Qatar,QAT,2011,4463000000,2057000,3.663063429,,17.84089854,1.67775E+11,1.138366235,0.56
Romania,ROU,2011,2016000000,7611000,2.969992225,10936000,2.916137428,1.92624E+11,5.789253288,7.177
Russian Federation,RUS,2011,16961000000,24932000,2.957721584,43726000,9.106935957,2.04592E+12,8.440464859,6.571
Rwanda,RWA,2011,298000000,908000,31.26022805,,6.519710407,6884913658,3.080170692,
South Asia,SAS,2011,,10853945.55,,20968725.15,,2.29413E+12,10.25024503,
Saudi Arabia,SAU,2011,9317000000,15776000,2.47644881,15865399.41,9.193983143,6.76635E+11,5.826216088,
Sudan,SDN,2011,179000000,536000,1.623409523,,8.496895921,55018567211,18.09661712,17.44
Senegal,SEN,2011,525000000,977000,13.84226333,,3.888762386,17814283639,3.403228298,2.853
Singapore,SGP,2011,17929000000,13171000,3.156462825,7753000,4.362280743,2.79356E+11,5.247793398,3.89
Solomon Islands,SLB,2011,65900001.53,22899.99962,12.26858375,,10.81803702,1063895361,7.34270706,
Sierra Leone,SLE,2011,44000000,,8.174434379,99000,1.046810978,4587078913,6.79138292,
El Salvador,SLV,2011,729000000,1634000,12.40100501,1469000,2.391766544,20283780000,5.128923767,4.297
San Marino,SMR,2011,,2038000,,,,1813717439,2.899795843,5.06
Somalia,SOM,2011,,,,,,2906000097,,
Serbia,SRB,2011,1149000000,764000,7.404836186,,5.506718685,51251098408,11.13739763,22.959
Sub-Saharan Africa (excluding high income),SSA,2011,27688408246,40525618.32,5.687535568,,6.282599089,1.62827E+12,5.686319596,
South Sudan,SSD,2011,,,,,,14907308933,46.85217572,
Sub-Saharan Africa,SSF,2011,28090888000,40741755.28,5.759157986,,6.280523909,1.62933E+12,5.366210929,
Small states,SST,2011,27461355189,51988608.98,,,,1.9727E+11,4.001026643,
Sao Tome and Principe,STP,2011,15900000,12199.99981,54.18690307,,0.917854195,226455001.2,14.32716676,
Suriname,SUR,2011,69000000,221000,2.42304634,,2.185995856,4422276622,17.71177964,7.54
Slovak Republic,SVK,2011,2515000000,,3.017677337,3285000,2.923445097,99705104723,3.919285991,13.634
Slovenia,SVN,2011,3048000000,2236000,8.412742328,5073000,4.806148332,51199194599,1.802851719,8.166
Sweden,SWE,2011,,11567000,,,,5.70541E+11,2.961150738,7.804
Eswatini,SWZ,2011,10100000.38,1328000,0.602381113,1264000,1.705014033,4820478680,6.107427146,
Sint Maarten (Dutch part),SXM,2011,729000000,2080000,71.00894067,,11.53390328,936089385.5,4.584754357,
Seychelles,SYC,2011,380000000,210000,40.320199,48000,5.504157082,1058918707,2.559267722,4.11
Syrian Arab Republic,SYR,2011,1816000000,6476000,,,,67539428159,4.753163889,
Turks and Caicos Islands,TCA,2011,,1010000,,,,728789600,,
Chad,TCD,2011,,77000,,76000,,12172308851,2.029240537,
East Asia & Pacific (IDA & IBRD countries),TEA,2011,,205576450.4,,96258329.79,,9.64205E+12,5.159004977,3.880416438
Europe & Central Asia (IDA & IBRD countries),TEC,2011,92930188769,244817219,6.45833858,173796366.8,5.304262397,4.45583E+12,7.668629556,8.007790191
Togo,TGO,2011,209000000,300000,12.36853369,,3.244390668,5422442166,3.563514729,1.982
Thailand,THA,2011,30924000000,19230000,11.76069579,5397000,2.950912916,3.70819E+11,3.808790581,0.66
Tajikistan,TJK,2011,184100006.1,183000,17.51770627,,0.776029423,6522756255,12.43154904,
Turkmenistan,TKM,2011,,,,,,29233333333,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2011,55251720176,131390000,4.607419792,126189114.5,4.864754084,5.94194E+12,5.462845929,6.599792503
Timor-Leste,TLS,2011,18000000,51000,17.77628361,,3.323521835,1042534600,13.49984024,
Middle East & North Africa (IDA & IBRD countries),TMN,2011,39460727242,49845259.01,11.32245787,,4.546104526,1.64648E+12,5.020099832,11.69943654
Tonga,TON,2011,32500000,68400.00153,48.24577337,,9.012473675,414143823.2,6.27075303,
South Asia (IDA & IBRD),TSA,2011,,10516493.57,,20658496.87,,2.29413E+12,10.25024503,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2011,28090888000,40741755.28,5.759157986,,6.280523909,1.62933E+12,5.366210929,
Trinidad and Tobago,TTO,2011,650000000,491000,3.495320411,,1.70308679,25433007437,5.107132893,3.425
Tunisia,TUN,2011,2529000000,5746000,11.2426709,2303000,2.62782088,48123325825,3.24002842,18.334
Turkiye,TUR,2011,30302000000,36769000,16.50013341,6282000,2.127364674,8.38785E+11,6.471879671,9.789
Tuvalu,TUV,2011,2400000,1200.000048,16.1629058,2099.999905,17.57957884,39196957.49,0.500580743,
Tanzania,TZA,2011,1383000000,868000,18.6936465,,7.710475628,34657140096,12.69096947,3.47
Uganda,UGA,2011,977000000,1151000,22.72896812,367000,7.239010895,27871725241,16.56434962,0.882
Ukraine,UKR,2011,5406000000,24535000,6.462487448,20335000,5.148352293,1.69334E+11,7.955724663,7.851
Upper middle income,UMC,2011,,433149966,,301908358.9,,1.7501E+13,5.675333507,5.37362812
Uruguay,URY,2011,2401000000,3244000,18.58984457,1534000,6.248758141,50342406067,8.092832063,6.307
United States,USA,2011,1.78935E+11,147271421.9,8.347577577,114089000,4.840714095,1.55997E+13,3.156841569,8.949
Uzbekistan,UZB,2011,,1393000,,,,60178909297,13.77974465,4.96
St. Vincent and the Grenadines,VCT,2011,,208000,,,,713796370.4,3.186031116,
"Venezuela, RB",VEN,2011,806000000,625000,0.842611468,1719000,5.75230798,3.16482E+11,26.09021232,6.902
British Virgin Islands,VGB,2011,388000000,338000,,145000,,,,
Virgin Islands (U.S.),VIR,2011,1122000000,2686000,,,,4223000000,,
Viet Nam,VNM,2011,5710000000,6014000,5.3977407,,1.565718995,1.72595E+11,18.67773228,0.999
Vanuatu,VUT,2011,249000000,248899.9939,71.03793511,22000,9.629667072,770153588.2,0.873793105,
World,WLD,2011,1.30782E+12,1792688016,5.7747078,1504559276,5.351160781,7.40808E+13,4.82239636,5.918276035
Samoa,WSM,2011,134899993.9,128000,64.73200379,57000,5.233632786,744097050.2,5.235415915,5.68
Kosovo,XKX,2011,,,,,,6341613610,7.336417713,
"Yemen, Rep.",YEM,2011,910000000,1175000,8.763445825,,2.409457173,32726417878,19.54356171,
South Africa,ZAF,2011,10706000000,12097000,8.434235446,,6.807017058,4.58199E+11,4.99926697,24.639
Zambia,ZMB,2011,,920000,,,2.954720986,23459515276,6.429396811,
Zimbabwe,ZWE,2011,164000000,2423000,3.367463495,693000,3.418710718,14101920300,3.466129728,5.368
Aruba,ABW,2012,1412000000,1481000,44.81109161,,10.24609634,2615208380,0.627471993,
Africa Eastern and Southern,AFE,2012,26393212256,32748552.39,8.966050079,,4.452551579,9.52999E+11,9.158708432,
Afghanistan,AFG,2012,167000000,,7.170886995,,1.125752756,19907329778,6.441212809,1.692
Africa Western and Central,AFW,2012,4741440190,10221030.4,2.389751913,,7.863533485,7.39938E+11,4.578374635,
Angola,AGO,2012,711000000,528000,0.989241065,,0.628160033,1.28053E+11,10.27790492,
Albania,ALB,2012,1623000000,3514000,45.64665762,3959000,23.47781353,12319834195,2.031592684,13.376
Andorra,AND,2012,,7900000,,,,3188652765,,
Arab World,ARB,2012,70933565986,122650455.8,5.420687818,,7.85904497,2.79531E+12,4.611844322,10.68657637
United Arab Emirates,ARE,2012,10924000000,,,,,3.8461E+11,0.6622689,
Argentina,ARG,2012,5665000000,6497000,6.005464449,8295000,10.15265345,5.45982E+11,,7.217
Armenia,ARM,2012,853000000,963000,29.23864998,965000,17.03246044,10619320683,2.558020078,17.511
American Samoa,ASM,2012,,22600.00038,,,,640000000,,
Antigua and Barbuda,ATG,2012,,819000,,,,1327107407,3.376880443,
Australia,AUS,2012,34137000000,6032000,10.75103408,8212000,10.32033112,1.54753E+12,1.762780156,5.225
Austria,AUT,2012,,24151000,,10960000,,4.0675E+11,2.485675622,4.909
Azerbaijan,AZE,2012,2634000000,2484000,7.179874697,3874000,15.0462233,69679944504,1.066213397,5.19
Burundi,BDI,2012,,147000,,,,2333341334,18.16104531,
Belgium,BEL,2012,13704000000,7560000,3.364689246,9576000,5.419596705,4.98414E+11,2.839663434,7.542
Benin,BEN,2012,174000000,232000,9.272816829,,3.710720541,11141358106,6.744682533,
Burkina Faso,BFA,2012,128000000,237000,3.891915229,,3.768067263,12561015157,3.818152403,
Bangladesh,BGD,2012,105000000,160000,0.380558123,2273000,2.355032153,1.33311E+11,6.217504221,
Bulgaria,BGR,2012,3975000000,8867000,12.16930488,3758000,3.172178375,54288135059,2.954568298,12.27
Bahrain,BHR,2012,1752000000,8062000,5.578011482,,3.786525094,31963404255,2.7573967,1.2
"Bahamas, The",BHS,2012,2333000000,5940000,63.4761775,,7.799922245,10720400000,1.97336756,14.02
Bosnia and Herzegovina,BIH,2012,686000000,439000,12.32455511,,2.041274268,17226735996,2.05267452,28.01
Belarus,BLR,2012,986000000,6130000,1.898402723,8427000,1.931729264,65685890439,59.21973602,0.5
Belize,BLZ,2012,,1028000,,,3.804687044,1909400000,1.300580745,
Bermuda,BMU,2012,448000000,610000,32.00282162,,18.17715636,6378188000,,8.44
Bolivia,BOL,2012,631000000,798000,5.147660788,788000,5.061039332,27084497482,4.515602914,2.066
Brazil,BRA,2012,6623000000,5677000,2.363853465,8497000,8.340769635,2.46523E+12,5.40349914,7.251
Barbados,BRB,2012,947000000,1053000,45.41285565,,4.528990372,5271257500,4.533347539,
Brunei Darussalam,BRN,2012,92000000,,0.688381673,,8.748395244,19048443340,0.111766261,
Bhutan,BTN,2012,93000000,105000,12.75659898,,5.712563185,1973387228,10.91965694,2.05
Botswana,BWA,2012,515599975.6,,7.964326773,,3.744036433,13907464500,7.536902611,
Central African Republic,CAF,2012,15000000,70800.00305,,,,2510126512,5.478295943,
Canada,CAN,2012,,25318000,,65175000,,1.82837E+12,1.515678231,7.392
Central Europe and the Baltics,CEB,2012,49388847915,230513827.8,6.321326619,104157000,3.327423637,1.36224E+12,3.334922677,9.957481748
Switzerland,CHE,2012,19564000000,8566000,4.266316802,20293000,4.686056401,6.8642E+11,-0.692552018,4.491
Channel Islands,CHI,2012,,,,,,9455340154,,
Chile,CHL,2012,3158000000,4397000,3.525100391,3448000,2.642203187,2.67025E+11,3.007448402,6.562
China,CHN,2012,,132405000,,83182000,,8.53219E+12,2.619524326,4.1
Cote d'Ivoire,CIV,2012,172500000,289000,1.316043607,,4.671757426,36302302877,1.304511199,7.223
Cameroon,CMR,2012,377000000,817000,5.10501903,,8.186885109,30155062329,2.735296775,
"Congo, Dem. Rep.",COD,2012,6900000,167000,0.076402972,,0.981031889,29306235285,9.721828063,4.485
"Congo, Rep.",COG,2012,68000000,259000,0.661710094,161000,4.422519592,17692911296,5.010187731,10
Colombia,COL,2012,4409000000,2434000,6.375837611,3169000,6.317203407,3.70691E+11,3.169301888,9.959
Comoros,COM,2012,39299999.24,22799.99924,43.89024438,,11.28592332,1015843491,6.314744503,
Cabo Verde,CPV,2012,452000000,482000,58.60952294,,11.26733918,1913081210,2.540396442,
Costa Rica,CRI,2012,2773000000,2542000,18.32638816,773000,3.922435035,47231655432,4.495453144,9.11
Caribbean small states,CSS,2012,7704723513,15540000,37.90493753,,,32709956406,2.41077704,
Cuba,CUB,2012,2614000000,2847000,,213000,,73141000000,,3.46
Curacao,CUW,2012,676000000,908000,28.8466994,,11.41347155,3012836257,3.183987463,
Cayman Islands,CYM,2012,489000000,1829000,,,,4291004524,1.188948452,6.21
Cyprus,CYP,2012,2603000000,2635000,18.88416866,1194000,9.226548289,25047436975,2.3890541,12.097
Czechia,CZE,2012,8174000000,25750000,5.16162954,5419000,3.07730574,2.10363E+11,3.287623066,6.979
Germany,DEU,2012,51626000000,30411000,3.352831752,82729000,7.277544201,3.5979E+12,2.008488848,5.372
Djibouti,DJI,2012,20500000,60000,4.481445195,,4.085889341,1353632942,3.731209508,
Dominica,DMA,2012,76000000,348000,36.34471716,,,485996296.3,1.356771478,
Denmark,DNK,2012,6135000000,26402000,3.433022346,7843000,6.035228694,3.26793E+11,2.397914857,7.798
Dominican Republic,DOM,2012,4687000000,4901000,31.09017943,418000,3.347597008,60681535653,3.694497079,6.722
Algeria,DZA,2012,295000000,2634000,0.392350205,1911000,0.958605973,2.27144E+11,8.891450911,10.97
East Asia & Pacific (excluding high income),EAP,2012,,211756290.5,,113847239.7,,1.07637E+13,3.026963911,3.804189688
Early-demographic dividend,EAR,2012,1.68922E+11,266770386.7,6.08928753,240569262.8,4.113145516,1.02686E+13,5.018272542,5.029158302
East Asia & Pacific,EAS,2012,,341731569.3,5.839805319,275983951.2,4.494520791,2.11778E+13,2.974607798,3.831840764
Europe & Central Asia (excluding high income),ECA,2012,76682096687,142150827.9,9.760416323,132546898.1,4.072140629,1.6543E+12,3.316055667,8.402203776
Europe & Central Asia,ECS,2012,4.82223E+11,944560917.6,5.172950928,585069762.8,5.773404312,2.25452E+13,2.773338541,9.027035166
Ecuador,ECU,2012,1039000000,1272000,3.939648535,1022000,3.40581502,87735048000,5.10172181,3.235
"Egypt, Arab Rep.",EGY,2012,10823000000,11532000,22.26895165,5678000,4.414192858,2.79117E+11,7.111729433,12.597
Euro area,EMU,2012,2.89622E+11,520092217.3,5.125760006,259790000,5.653287964,1.27867E+13,2.541544741,11.41972092
Eritrea,ERI,2012,,129000,,,,,,
Spain,ESP,2012,,98128000,,14916000,,1.33099E+12,2.446127824,24.789
Estonia,EST,2012,,5007000,,1147000,,23237406116,3.933399873,10.021
Ethiopia,ETH,2012,1980000000,597000,33.02791572,,,43310721414,23.60041768,
European Union,EUU,2012,3.47054E+11,759681881.5,5.103354259,365610235.1,5.366529018,1.4734E+13,2.662841655,10.86337991
Fragile and conflict affected situations,FCS,2012,23906290396,32472105.73,4.816595541,,6.543723843,1.86214E+12,5.912006025,
Finland,FIN,2012,5418000000,4226000,5.405106519,9978000,5.60048531,2.57443E+11,2.808336226,7.689
Fiji,FJI,2012,989000000,741000,40.7381117,132000,4.315349145,3972028104,3.423375234,9
France,FRA,2012,63975000000,197522000,8.044522639,29642000,6.00998948,2.68301E+12,1.954195316,9.841
Faroe Islands,FRO,2012,,,,,,2427200389,,3.03
"Micronesia, Fed. Sts.",FSM,2012,,38299.99924,,,11.36047781,327248700,5.01850353,
Gabon,GAB,2012,39500000,,0.39314476,,7.292571529,17170464016,2.652418287,
